Name,ShortName,ModeAndPID,Equation,Min Value,Max Value,Units,Header
"[PR1245] Фазировка После Впрыска","фазир после впрыска","222813","(1.0*((A*256+B)-32768))/50","0","0","","7E0"
"[PR128] Первое Смещение Клапана Рог","первое смещ рог","22242A","(1.0*((A*256+B)))/20.4918","0","0","%","7E0"
"[PR129] Последнее Значение Смещения Клапана Рог","посл смещ рог","222429","(1.0*((A*256+B)))/20.4918","0","0","%","7E0"
"[PR130] Установка регулировки скорости","уст скор КК","222035","A","0","0","km/h","7E0"
"[PR135] Напр На Выкл Регулятора/Ограничителя Ск","V выкл ККСЛ","222039","(1.0*(A*256+B))/1000","0","0","V","7E0"
"[PR136] Положение Рог","положение рог","222407","(1.0*((A*256+B)))/20.491","0","0","%","7E0"
"[PR146] Подача Забираемого Воздуха","подача забир воздуха","222412","(1.0*((A*256+B)))/10","0","0","mg/cp","7E0"
"[PR147] Напряжение Потенц. Педали Тракт 1","V педали тракт 1","22200B","(1.0*(A*256+B))/1000","0","0","V","7E0"
"[PR148] Напряжение Потенц. Педали Тракт 2","V педали тракт 2","22200C","(1.0*(A*256+B))/1000","0","0","V","7E0"
"[PR160] Напряжение Потенциометра Рог","V потенц рог","222424","(1.0*(A*256+B))/1000","0","0","V","7E0"
"[PR180] Установка Подачи Воздуха","уст подачи воздуха","222413","(1.0*((A*256+B)))/10","0","0","mg/cp","7E0"
"[PR215] Напряжение No. 1 Питания Датчиков","V 1 датчиков","222021","(1.0*(A*256+B))/1000","0","0","V","7E0"
"[PR216] Напряжение No. 2 Питания Датчиков","V 2 датчиков","222022","(1.0*(A*256+B))/1000","0","0","V","7E0"
"[PR224] Напряжение Датчика Давл. Наддува","V датч давл наддува","22FD82","(1.0*((A*256+B)))/6553.6","0","0","V","7E0"
"[PR241] Управление Клапана Рог","упр клап рог","222409","(1.0*((A*256+B)-32768))/100","0","0","%","7E0"
"[PR279] Команда Впускной Заслонки","ком впуск заслонки","222406","(1.0*((A*256+B)-32768))/100","0","0","%","7E0"
"[PR312] Давление В Коллекторе","P в коллекторе","22240B","(A*256+B)","0","0","mbar","7E0"
"[PR364] Коррекция Дебита Топлива Цилиндра No. 1","корр деб цил 1","22FD07","0.0000305*(A*256+B)","0","0","","7E0"
"[PR365] Коррекция Дебита Топлива Цилиндра No. 4","корр деб цил 4","22FD0A","0.0000305*(A*256+B)","0","0","","7E0"
"[PR382] Температура На Входе Противосаж. Фильтра","T на входе DPF","222442","(1.0*((A*256+B)-2730))/10","0","0","*C","7E0"
"[PR383] Масса Сажи В Противосажевом Фильтре","M сажи в DPF","22242C","(1.0*((A*256+B)))/100","0","0","g","7E0"
"[PR385] Расход В Линии Выпуска Отработанных Газов","расх выпуска ОГ","222400","(1.0*((A*256+B)))/100","0","0","g/s","7E0"
"[PR405] Коррекция Расхода Топлива Цилиндра No. 2","корр расх цил 2","22FD08","0.0000305*(A*256+B)","0","0","","7E0"
"[PR406] Коррекция Расхода Топлива Цилиндра No. 3","корр расх цил 3","22FD09","0.0000305*(A*256+B)","0","0","","7E0"
"[PR414] Дифференциальное Давление Противосажевый Фильтр","дифф давл DPF","222542","(A*256+B)-32768","0","0","mbar","7E0"
"[PR415] Время С Момента Последней Регенерации","время с мом посл реген","222488","(1.0*(A*256+B))/3600","0","0","h","7E0"
"[PR542] Значение Потенц. При Закр. Клапане Рог","знач потенц при закр рог","2224CF","(1.0*(A*256+B))/20.491","0","0","%","7E0"
"[PR635] Напряжение Питания N°3 Датчиков","V 3 датчиков","222023","(1.0*(A*256+B))/1000","0","0","V","7E0"
"[PR636] Давление На Входе Турбины","P на вх @","222448","(A*256+B)","0","0","mbar","7E0"
"[PR667] Температура На Входе Турбины","T на вх @","222439","(1.0*((A*256+B)-2730))/10","0","0","*C","7E0"
"[PR668] Напряжение Датчика Темп. На Входе Турбины","V датчика T на вх @","22243A","(1.0*((A*256+B)))/6553.08","0","0","V","7E0"
"[PR670] Напряж Датч Темп Перед Противос Фильтром","V датч T перед DPF","22FD88","(1.0*((A*256+B)))/6553","0","0","V","7E0"
"[PR672] Заданное Полож. Заслонки Впуска Воздуха","зад полож засл впуска воздуха","222405","(1.0*((A*256+B)-32767))/20.491","0","0","%","7E0"
"[PR739] Ток Эл/Магн. Клап. Регулир. Подачи Топл.","ток э/м клап рег под топл","22FDB8","(1.0*(((A*256+B))*1000))/314.76","0","0","mA","7E0"
"[PR774] Напряж. Датч. Полож. Засл. Впуска Возд.","V датч полож засл впуск воздуха","222417","(1.0*(A*256+B))/1000","0","0","V","7E0"
"[PR782] Напряж. Датчика Давл. На Входе Турбины","V датч давл на вх @","22FD86","(1.0*((A*256+B)))/6553","0","0","V","7E0"
"[PR804] Пробег А/М При Последнем Появл. Неиспр.","пробег при появл неиспр","190680","(E*65536+F*256+G)","0","0","km","7E0"
"[PR806] Число Случаев Появление Неисправности","число случаев неисправн","190684","E","0","0","7E0","7E0"
"[PR827] Длительность Нажатия Кнопки Возобновить",длит нажатия кнопки R"","длит наж кнопки R","22207A","A","0","0","s","7E0"
"[PR828] Длительность Нажатия Кнопки +",длит нажатия кнопки +"","длит наж кнопки +","22207B","A","0","0","s","7E0"
"[PR829] Длительность Нажатия Кнопки -",длит нажатия кнопки -"","длит наж кнопки -","22207C","A","0","0","s","7E0"
"[PR830] Длительность Наж. Кнопки Приостановить",длит нажатия кнопки 0"","длит наж кнопки 0","22207D","A","0","0","s","7E0"
"[PR846] Сцо Электромаг. Клапана Рег. Дав. Наддув","сцо э/м клапана рег наддува","222403","(1.0*((A*256+B)))/100","0","0","%","7E0"
"[PR847] Напряж. Датчика Темп. Поступающ. Воздуха","V датч T воздуха","22FD84","(1.0*((A*256+B)))/6553.6","0","0","V","7E0"
"[PR848] Число Неудачных Попыток Регенерации","число неуд попыток реген","222485","A","0","0","","7E0"
"[PR849] Число Ненорм Пер Из Реж Рег В Реж Огр Ск","числ ненорм пер режимов КК","22207E","A","0","0","7E0","7E0"
"[PR850] Заданное Знач. Силы Тока. Подача Топлива","зад знач тока подача топлива","22FDB7","((A*256+B))","0","0","mA","7E0"
"[PR851] Отображаемая Скорость Автомобиля","отобр скорость","222050","(1.0*((A*256+B)))/100","0","0","km/h","7E0"
"[PR858] Первое Смещен Открытой Заслон Впуск Возд","перв смещ откр засл воздуха","222425","(1.0*(A*256+B))/20.491","0","0","%","7E0"
"[PR859] Первое Смещен Закрыт Заслон Впуск Воздух","перв смещ закр засл воздуха","222427","(1.0*(A*256+B))/20.491","0","0","%","7E0"
"[PR860] Последн Смещен Закрыт Заслон Впуска Возд","посл смещ закр засл воздуха","222428","(1.0*(A*256+B))/20.491","0","0","%","7E0"
"[PR861] Послед Смещен Открыт Заслон Впуска Возд","посл смещ откр засл воздуа","222426","(1.0*(A*256+B))/20.4918","0","0","%","7E0"
"[PR864] Сцо Клапана Регул. Подачи Топл. В Рампу","сцо клапана рег подачи топл","22FDB6","(1.0*((A*256+B)))/655.36","0","0","%","7E0"
"[PR869] Пробег А/М При Первом Появлен Неисправн","пробег при первой неиспр","190687","(E*65536+F*256+G)","0","0","km","7E0"
"[PR870] Пробег С Присутствующей Неисправностью","пробег с неисправн","190686","(E*65536+F*256+G)","0","0","km","7E0"
"[PR889] Задан. Знач. Температ. На Входе Турбины","зад знач T на вх @","222438","(1.0*((A*256+B)-2730))/10","0","0","*C","7E0"
"[PR890] Управление Свечами Предпуск. Подогрева","упр Glow","222052","(1.0*(A))/2.55","0","0","%","7E0"
"[PR891] Режим Предпускового Подогрева","режим Glow","22219A","(1.0*((A*256+B)))/4","0","0","%","7E0"
"[PR914] Счетчик Успешных Регенераций","счет усп реген","222481","A","0","0","","7E0"
"[PR916] Измеряемый Массовый Расход Воздуха","изм масс расх воздуха","2224F2","(1.0*((A*256+B)))/10","0","0","kg/h","7E0"
"[PR929] Полное Относительное Давление В Псф","полн относ давл DPF","2224000","(A*256+B)-32768","0","0","mbar","7E0"
"[PR931] Полное Давление Наддува","полн давл наддува","22F40B","(A)*10","0","0","mbar","7E0"
"[PR932] Степень Разжижения Моторного Масла","степень разжиж масла","2224EC","(1.0*(signed(A*16777216+B*65536+C*256+D)))/1000000","0","0","%","7E0"
"[PR988] Расход После Системы Впрыска 1","расх после сист впрыска 1","22280E","(1.0*((A*256+B)))/100","0","0","mg/cp","7E0"
"[АКП] Температура Сцепления 1","T сцеп1","21A7","(1.0*(signed(I*256+J)))/4","0","0","*C","7E1"
"[АКП] Температура Сцепления 2","T сцеп2","21A7","(1.0*(signed(K*256+L)))/4","0","0","*C","7E1"
"[АКП] Эффективный Крутящий Момент Двигателя","Эф крут момент","222037","(1.0*(signed(A*256+B)))/8","0","0","об/мин","7E1"
"[АКП] Положение Текущей Передачи","Gear","222C46","A","0","0","","7E1"
"[АКП] Точка Проскальзывания Сцепления 1","точк проск сц1","2133","(1.0*(signed(C*256+D)))/100","0","0","mm","7E1"
"[АКП] Точка Проскальзывания Сцепления 2","точк проск сц2","2163","(1.0*(signed(C*256+D)))/100","0","0","mm","7E1"
"[АКП] Положение Выбор","полож выбор","21A6","(1.0*signed(AK*256+AL))/64","0","0","%","7E1"
"[АКП] Режим На Выходе Коробки","об после АКП","21A6","(1.0*(signed(G*256+H)))/8","0","0","об/мин","7E1"
"[АКП] Температура Масла Коробки Передач","T масла АКП","21A6","AF-40","0","0","*C","7E1"
"[АКП] Фрикцион 1","Фрикцион 1","21A7","P","0","0","","7E1"
"[АКП] Фрикцион 2","Фрикцион 2","21A7","Q","0","0","","7E1"
"[Дверь] Наружная Температура","T ext","2103","V-40","0","0","*C","705"
"[АБС] Давл В Торм Цилиндре Лев Перед Колеса","P ТЦ FL","2107","0.5*G","0","0","bar","740"
"[АБС] Давл В Торм Цилиндре Прав Перед Колеса","P ТЦ FR","2107","0.5*H","0","0","bar","740"
"[АБС] Давление В Главном Цилиндре","P ГТЦ","2107","0.5*F","0","0","bar","740"
"[АБС] Значение Текущего Пробега В Эбу","пробег АБС","2105","(1.0*(((A*16777216+B*65536+C*256+D)&268435455)))/100","0","0","km","740"
"[АБС] Коэфф. Длины Окружности Покрышки","X-weel","2102","G","0","0","","740"
"[АБС] Поперечное Ускорение","поп ускор","2107","0.015*D-1.905","0","0","грамм","740"
"[АБС] Продольное Ускорение","прод ускор","220207","0.05*A-10","0","0","грамм","740"
"[АБС] Скорость Автомобиля","speed abs","220204","A","0","0","км/час","740"
"[АБС] Скорость Заднего Левого Колеса","speed RL","220202","A","0","0","км/час","740"
"[АБС] Скорость Заднего Правого Колеса","speed RR","220203","A","0","0","км/час","740"
"[АБС] Скорость Переднего Левого Колеса","speed FL","220200","A","0","0","км/час","740"
"[АБС] Скорость Переднего Правого Колеса","speed FR","220201","A","0","0","км/час","740"
"[АБС] Температура Гидроблока","T гидр","2107","I","0","0","*C","740"
"[АБС] Угол Рулевого Колеса","steer wheel ang","2110","0.1*(P*256+Q)-3276.7","0","0","d*","740"
"[АБС] Число Зубцов Мишени","числ зубц мишени","312B00","(1.0*A)/2","0","0","","740"
"[ПП] Мгновенное Значение Уровня Топлива","мгнов знач уровня топл","222201","(1.0*((C*256+D)))/100","0","67","л.","743"
"[ПП]Тек Зн Пробега В Км До Очер Смены Масла","км до смены масла","220202","(A*256+B)","0","0","km","743"
"[ПП]Запас Хода До Очеред Замены Масла В Днях","дни до смены масла","220202","(C*256+D)","0","0","ДЕНЬ","743"
"[ПП] Отображаемый Уровень Топлива","уровень топл","222201","(1.0*((G*256+H)))/100","0","67","л.","743"
"[ПП] Подача Топлива","подача топл","222103","A","0","0","l/h","743"
"[ПП] Расход Топлива","расх топл","222102","(1.0*(5*(A*256+B)))/100","0","0","л.","743"
"[ПП] Резистор Датчика Уровня Топлива","R ур топл","222005","(A*256+B)","5","350","Ом","743"
"[АС] Влажность","влажность","2121","0.5*C","0","0","%","744"
"[АС] Внутренняя Температура","T int","2121","0.4*B-40","-40","60","*C","744"
"[АС] Запрос Кондиционирования Воздуха","запрос AC","2122","{C:4}","0","0","","744"
"[АС] Левый Датчик Интенс. Солн. Освещения","лев датч солнц","2122","50*(M&31)","0","1000","Вт/м2","744"
"[АС] Положение Заслонки Рециркуляции","рецирк","2127","(J&127)","0","100","%","744"
"[АС] Положение Левой Смесит. Заслонки","лев засл","2127","(H&127)","0","100","%","744"
"[АС] Положение Правой Смесит. Заслонки","прав засл","2127","(K&127)","0","100","%","744"
"[АС] Положение Распределит. Заслонки","расп засл","2127","(G&127)","0","100","%","744"
"[АС] Правый Датчик Интенс. Солн. Освещения","прав датч солнц","2122","50*(N&31)","0","0","Вт/м2","744"
"[АС] Управление Скоростью Вентилятора","скор вент","2121","0.1*J","0","15","V","744"
"[АС] Установка Pwm Эл. Вентилят. Салона","PWM вент","2121","K","0","100","%","744"
"[ЦЭКБС] Команда Реле Рос 1","ТЭН 1","2170","{A:0}","0","0","","745"
"[ЦЭКБС] Команда Реле Рос 2","ТЭН 2","2170","{A:1}","0","0","","745"
"[ЦЭКБС] Напряжение Акб 12 В","V АКБ","228000","(1.0*(78*A))/1000","0","20","V","745"
"[ЦЭКБС] Наружная Температура","T ext","228002","A-40","0","255","*C","745"
"[ЦЭКБС] Скорость Автомобиля","speed цэкбс","2165","(1.0*((A*256+B)))/100","0","250","км/час","745"
"[Торм] Значение Наклона","наклон","220206","signed(F)","0","0","%","755"
"[Торм] Измер. Усилие Левой Задней Торм. Скобы","усил лев супп","220206","(1.0*(G))/10*100","0","0","daN","755"
"[Торм] Измер. Усилие Правой Задней Торм. Скобы","усил прав супп","220206","(1.0*(H))/10*100","0","0","daN","755"
"[Торм] Температура Задних Тормозов","T brake","220206","(N*256+O)","0","0","*C","755"
"[БЗИК] Заряд От Генератора","заряд","2122","0.390625*C","0","0","%","74D"
"[БЗИК] Напряжение Аккумуляторной Батареи 12 В","V акб","2122","0.0625*B","0","0","V","74D"
"[БЗИК] Компрессор Кондиционера","AC компр","2104","{D:6}","0","0","","74D"
"[К9К] Вода В Топливе","water!","222058","{A:0}","0","0","",""
"[К9К] Дефолтная Установка Оборотов Двигателя","default rpm","222024","(A*256+B)/4","0","0","",""
"[К9К] Кол-Во Свечей Подогрева Ож","T-plugs cnt","22201D","{A:0}+{A:0}+{A:1}+{A:2}","0","0","",""
"[К9К] Статус Акпп: 2-Мкпп","статус КПП","222096","{A:0}+{A:1}","0","0","",""
"[К9К] Статус Кондиционера","AC state","22201E","{A:0}","0","0","",""
"[К9К] Статус Работы Стартера","starter on","222046","{A:0}+{A:1}","0","0","",""
"[К9К] Статус Успешн. Заверш. Реген Dpf","succes regen key","2224AB","{A:0}","0","0","",""
"[К9К] Уровень Заполнения Dpf","DPF load","2224AF","{A:0}+{A:1}","0","0","",""